Symbol,Company,Market,Sector,Priority,Enabled
PARR,"Par Pacific Holdings, Inc.  Common Stock",NYSE,Unknown,Normal,Yes
PATH,"UiPath, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PAY,"Paymentus Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PAYC,"Paycom Software, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PB,"Prosperity Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),NYSE,Unknown,Normal,Yes
PBF,PBF Energy Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
PBH,Prestige Consumer Healthcare Inc. Common Stock,NYSE,Unknown,Normal,Yes
PBI,Pitney Bowes Inc. Common Stock,NYSE,Unknown,Normal,Yes
PBR,Petroleo Brasileiro S.A. Petrobras ADS,NYSE,Unknown,Normal,Yes
PBT,Permian Basin Royalty Trust Common Stock,NYSE,Unknown,Normal,Yes
PCG,Pacific Gas & Electric Co. Common Stock,NYSE,Unknown,Normal,Yes
PCOR,"Procore Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PD,"PagerDuty, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PDCC,Pearl Diver Credit Company Inc. Common Stock,NYSE,Unknown,Normal,Yes
PDM,"Piedmont Realty Trust, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PDS,Precision Drilling Corporation Common Stock,NYSE,Unknown,Normal,Yes
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
PEG,Public Service Enterprise Group Incorporated Common Stock,NYSE,Unknown,Normal,Yes
PEN,"Penumbra, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PERF,Perfect Corp. Class A Ordinary Share,NYSE,Unknown,Normal,Yes
PEW,GrabAGun Digital Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
PFE,"Pfizer, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PFGC,Performance Food Group Company Common Stock,NYSE,Unknown,Normal,Yes
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,NYSE,Unknown,Normal,Yes
PFS,"Provident Financial Services, Inc Common Stock",NYSE,Unknown,Normal,Yes
PFSI,"PennyMac Financial Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PG,Procter & Gamble Company (The) Common Stock,NYSE,Unknown,Normal,Yes
PGR,Progressive Corporation (The) Common Stock,NYSE,Unknown,Normal,Yes
PH,Parker-Hannifin Corporation Common Stock,NYSE,Unknown,Normal,Yes
PHG,Koninklijke Philips N.V. NY Registry Shares,NYSE,Unknown,Normal,Yes
PHI,PLDT Inc. Sponsored ADR,NYSE,Unknown,Normal,Yes
PHIN,PHINIA Inc. Common Stock,NYSE,Unknown,Normal,Yes
PHM,"PulteGroup, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PHR,"Phreesia, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PII,Polaris Inc. Common Stock,NYSE,Unknown,Normal,Yes
PIM,Putnam Master Intermediate Income Trust Common Stock,NYSE,Unknown,Normal,Yes
PINE,"Alpine Income Property Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PINS,"Pinterest, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PIPR,Piper Sandler Companies Common Stock,NYSE,Unknown,Normal,Yes
PJT,PJT Partners Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
PK,Park Hotels & Resorts Inc. Common Stock,NYSE,Unknown,Normal,Yes
PKE,Park Aerospace Corp. Common Stock,NYSE,Unknown,Normal,Yes
PKG,Packaging Corporation of America Common Stock,NYSE,Unknown,Normal,Yes
PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),NYSE,Unknown,Normal,Yes
PL,Planet Labs PBC Class A Common Stock,NYSE,Unknown,Normal,Yes
PLD,"Prologis, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PLGO,Pelagos Insurance Capital Limited Common Shares,NYSE,Unknown,Normal,Yes
PLNT,"Planet Fitness, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PLOW,"Douglas Dynamics, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PM,Philip Morris International Inc Common Stock,NYSE,Unknown,Normal,Yes
PMM,Putnam Managed Municipal Income Trust Common Stock,NYSE,Unknown,Normal,Yes
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
PNFP,"Pinnacle Financial Partners, Inc. Common stock",NYSE,Unknown,Normal,Yes
PNNT,PennantPark Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
PNR,Pentair plc. Ordinary Share,NYSE,Unknown,Normal,Yes
PNW,Pinnacle West Capital Corporation Common Stock,NYSE,Unknown,Normal,Yes
POR,Portland General Electric Co Common Stock,NYSE,Unknown,Normal,Yes
POST,"Post Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PPG,"PPG Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PPL,PPL Corporation Common Stock,NYSE,Unknown,Normal,Yes
PPT,Putnam Premier Income Trust Common Stock,NYSE,Unknown,Normal,Yes
PR,Permian Resources Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
PRG,"PROG Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PRGO,Perrigo Company plc Ordinary Shares,NYSE,Unknown,Normal,Yes
PRI,"Primerica, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PRIM,Primoris Services Corporation Common Stock,NYSE,Unknown,Normal,Yes
PRLB,"Proto Labs, Inc. Common stock",NYSE,Unknown,Normal,Yes
PRM,"Perimeter Solutions, SA Common Stock",NYSE,Unknown,Normal,Yes
PRMB,Primo Brands Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
PRSU,"Pursuit Attractions and Hospitality, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PRU,"Prudential Financial, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PS,Pershing Square Inc. Common Stock,NYSE,Unknown,Normal,Yes
PSA,Public Storage Common Stock,NYSE,Unknown,Normal,Yes
PSBD,Palmer Square Capital BDC Inc. Common Stock,NYSE,Unknown,Normal,Yes
PSFE,Paysafe Limited Common Shares,NYSE,Unknown,Normal,Yes
PSN,Parsons Corporation Common Stock,NYSE,Unknown,Normal,Yes
PSO,"Pearson, Plc Common Stock",NYSE,Unknown,Normal,Yes
PSQH,"PSQ Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
PSUS,"Pershing Square USA, Ltd. Common Shares",NYSE,Unknown,Normal,Yes
PSX,Phillips 66 Common Stock,NYSE,Unknown,Normal,Yes
PUK,Prudential Public Limited Company Common Stock,NYSE,Unknown,Normal,Yes
PUMP,ProPetro Holding Corp. Common Stock,NYSE,Unknown,Normal,Yes
PVH,PVH Corp. Common Stock,NYSE,Unknown,Normal,Yes
PWR,"Quanta Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PXED,"Phoenix Education Partners, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,NYSE,Unknown,Normal,Yes
Q,"Qnity Electronics, Inc. Common Stock",NYSE,Unknown,Normal,Yes
QBTS,D-Wave Quantum Inc. Common Shares,NYSE,Unknown,Normal,Yes
QGEN,Qiagen N.V. Common Shares,NYSE,Unknown,Normal,Yes
QSR,Restaurant Brands International Inc. Common Shares,NYSE,Unknown,Normal,Yes
QTWO,"Q2 Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
QUAD,"Quad Graphics, Inc Class A Common Stock",NYSE,Unknown,Normal,Yes
QXO,"QXO, Inc. Common Stock",NYSE,Unknown,Normal,Yes
R,"Ryder System, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RACE,Ferrari N.V. Common Shares,NYSE,Unknown,Normal,Yes
RAL,Ralliant Corporation Common Stock,NYSE,Unknown,Normal,Yes
RAMP,"LiveRamp Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RBA,"RB Global, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RBC,RBC Bearings Incorporated Common Stock,NYSE,Unknown,Normal,Yes
RBLX,Roblox Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
RBRK,"Rubrik, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RC,Ready Capital Corporation Common Stock,NYSE,Unknown,Normal,Yes
RCI,"Rogers Communication, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RCL,Royal Caribbean Cruises Ltd. Common Stock,NYSE,Unknown,Normal,Yes
RCUS,"Arcus Biosciences, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RDDT,"Reddit, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RDN,Radian Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
RDW,Redwire Corporation Common Stock,NYSE,Unknown,Normal,Yes
RDY,Dr. Reddy's Laboratories Ltd Common Stock,NYSE,Unknown,Normal,Yes
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),NYSE,Unknown,Normal,Yes
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),NYSE,Unknown,Normal,Yes
RES,"RPC, Inc. Common Stock",NYSE,Unknown,Normal,Yes
REX,REX American Resources Corporation,NYSE,Unknown,Normal,Yes
REXR,"Rexford Industrial Realty, Inc. Common Stock",NYSE,Unknown,Normal,Yes
REZI,"Resideo Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RF,Regions Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
RFL,"Rafael Holdings, Inc. Class B Common Stock",NYSE,Unknown,Normal,Yes
RGA,"Reinsurance Group of America, Incorporated Common Stock",NYSE,Unknown,Normal,Yes
RGR,"Sturm, Ruger & Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RGT,"Royce Global Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RH,RH Common Stock,NYSE,Unknown,Normal,Yes
RHI,Robert Half Inc. Common Stock,NYSE,Unknown,Normal,Yes
RHLD,Resolute Holdings Management Common Stock,NYSE,Unknown,Normal,Yes
RHP,"Ryman Hospitality Properties, Inc. (REIT)",NYSE,Unknown,Normal,Yes
RIG,Transocean Ltd (Switzerland) Common Stock,NYSE,Unknown,Normal,Yes
RIO,Rio Tinto Plc Common Stock,NYSE,Unknown,Normal,Yes
RITM,Rithm Capital Corp. Common Stock,NYSE,Unknown,Normal,Yes
RJF,"Raymond James Financial, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RKT,"Rocket Companies, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RL,Ralph Lauren Corporation Common Stock,NYSE,Unknown,Normal,Yes
RLI,RLI Corp. Common Stock (DE),NYSE,Unknown,Normal,Yes
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,NYSE,Unknown,Normal,Yes
RM,Regional Management Corp. Common Stock,NYSE,Unknown,Normal,Yes
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RMD,ResMed Inc. Common Stock,NYSE,Unknown,Normal,Yes
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RNG,"RingCentral, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RNR,RenaissanceRe Holdings Ltd. Common Stock,NYSE,Unknown,Normal,Yes
RNST,Renasant Corporation Common Stock,NYSE,Unknown,Normal,Yes
ROG,Rogers Corporation Common Stock,NYSE,Unknown,Normal,Yes
ROK,"Rockwell Automation, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ROL,"Rollins, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RPC,"Ridgepost Capital, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RPM,RPM International Inc. Common Stock,NYSE,Unknown,Normal,Yes
RPT,Rithm Property Trust Inc. Common stock,NYSE,Unknown,Normal,Yes
RRC,Range Resources Corporation Common Stock,NYSE,Unknown,Normal,Yes
RRX,Regal Rexnord Corporation Common Stock,NYSE,Unknown,Normal,Yes
RS,"Reliance, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RSG,"Republic Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RSI,"Rush Street Interactive, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RSKD,Riskified Ltd. Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),NYSE,Unknown,Normal,Yes
RTX,RTX Corporation Common Stock,NYSE,Unknown,Normal,Yes
RVLV,"Revolve Group, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RVT,"Royce Small-Cap Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RVTY,"Revvity, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RWT,"Redwood Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RXO,"RXO, Inc. Common Stock",NYSE,Unknown,Normal,Yes
RY,Royal Bank Of Canada Common Stock,NYSE,Unknown,Normal,Yes
RYAM,Rayonier Advanced Materials Inc. Common Stock,NYSE,Unknown,Normal,Yes
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
RYN,Rayonier Inc. REIT Common Stock,NYSE,Unknown,Normal,Yes
RYZ,Ryerson Holding Corporation Common Stock,NYSE,Unknown,Normal,Yes
S,"SentinelOne, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SA,"Seabridge Gold, Inc. Common Shares New",NYSE,Unknown,Normal,Yes
SAFE,Safehold Inc. New Common Stock,NYSE,Unknown,Normal,Yes
SAGU,Shreya Acquisition Group Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
SAH,"Sonic Automotive, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",NYSE,Unknown,Normal,Yes
SAP,SAP  SE ADS,NYSE,Unknown,Normal,Yes
SAR,Saratoga Investment Corp New,NYSE,Unknown,Normal,Yes
SARO,"StandardAero, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE,Unknown,Normal,Yes
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE,Unknown,Normal,Yes
SBR,Sabine Royalty Trust Common Stock,NYSE,Unknown,Normal,Yes
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),NYSE,Unknown,Normal,Yes
SBSI,"Southside Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SBSW,D/B/A Sibanye-Stillwater Limited ADS,NYSE,Unknown,Normal,Yes
SBXD,SilverBox Corp IV Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
SBXE,SilverBox Corp V Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
SCCO,Southern Copper Corporation Common Stock,NYSE,Unknown,Normal,Yes
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE,Unknown,Normal,Yes
SCI,Service Corporation International Common Stock,NYSE,Unknown,Normal,Yes
SCL,Stepan Company Common Stock,NYSE,Unknown,Normal,Yes
SCM,Stellus Capital Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
SD,"SandRidge Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SDHC,Smith Douglas Homes Corp. Class A Common Stock,NYSE,Unknown,Normal,Yes
SDRL,Seadrill Limited Common Shares,NYSE,Unknown,Normal,Yes
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE,Unknown,Normal,Yes
SECZ,Securitize Corp. Common Stock,NYSE,Unknown,Normal,Yes
SEG,Seaport Entertainment Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SES,SES AI Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
SF,Stifel Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SFL,SFL Corporation Ltd,NYSE,Unknown,Normal,Yes
SG,"Sweetgreen, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SGHC,Super Group (SGHC) Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
SGI,Somnigroup International Inc. Common Stock,NYSE,Unknown,Normal,Yes
SGU,Star Group L.P. Common Stock,NYSE,Unknown,Normal,Yes
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),NYSE,Unknown,Normal,Yes
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE,Unknown,Normal,Yes
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE,Unknown,Normal,Yes
SHW,Sherwin-Williams Company (The) Common Stock,NYSE,Unknown,Normal,Yes
SI,"Shoulder Innovations, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE,Unknown,Normal,Yes
SIG,Signet Jewelers Limited Common Shares,NYSE,Unknown,Normal,Yes
SII,Sprott Inc. Common Shares,NYSE,Unknown,Normal,Yes
SIND,Sinda Ltd. Common Stock,NYSE,Unknown,Normal,Yes
SITC,SITE Centers Corp. Common Stock,NYSE,Unknown,Normal,Yes
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SJM,The J.M. Smucker Company Common Stock,NYSE,Unknown,Normal,Yes
SJT,San Juan Basin Royalty Trust Common Stock,NYSE,Unknown,Normal,Yes
SKE,Skeena Resources Limited Common Shares,NYSE,Unknown,Normal,Yes
SKIL,Skillsoft Corp. Class A Common Stock,NYSE,Unknown,Normal,Yes
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,Unknown,Normal,Yes
SKT,Tanger Inc. Common Stock,NYSE,Unknown,Normal,Yes
SKY,"Champion Homes, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
SLAI,SOLAI Limited American Depositary Shares (each representing seven hundred (700) Class A Ordinary Shares),NYSE,Unknown,Normal,Yes
SLB,SLB Limited Common Shares,NYSE,Unknown,Normal,Yes
SLF,Sun Life Financial Inc. Common Stock,NYSE,Unknown,Normal,Yes
SLG,SL Green Realty Corp Common Stock,NYSE,Unknown,Normal,Yes
SLGN,Silgan Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
SLQT,"SelectQuote, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SLVM,Sylvamo Corporation Common Stock,NYSE,Unknown,Normal,Yes
SM,SM Energy Company Common Stock,NYSE,Unknown,Normal,Yes
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SMBK,"SmartFinancial, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SMC,Summit Midstream Corporation Common Stock,NYSE,Unknown,Normal,Yes
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYSE,Unknown,Normal,Yes
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE,Unknown,Normal,Yes
SMHI,SEACOR Marine Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
SMP,"Standard Motor Products, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SMR,NuScale Power Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SMWB,Similarweb Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
SN,"SharkNinja, Inc. Ordinary Shares",NYSE,Unknown,Normal,Yes
SNA,Snap-On Incorporated Common Stock,NYSE,Unknown,Normal,Yes
SNAP,Snap Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SNDR,"Schneider National, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SNOW,Snowflake Inc. Common Stock,NYSE,Unknown,Normal,Yes
SNX,TD SYNNEX Corporation Common Stock,NYSE,Unknown,Normal,Yes
SO,Southern Company (The) Common Stock,NYSE,Unknown,Normal,Yes
SOBO,South Bow Corporation Common Shares,NYSE,Unknown,Normal,Yes
SOC,Sable Offshore Corp. Common Stock,NYSE,Unknown,Normal,Yes
SOLV,Solventum Corporation Common Stock,NYSE,Unknown,Normal,Yes
SON,Sonoco Products Company Common Stock,NYSE,Unknown,Normal,Yes
SONY,Sony Group Corporation American Depositary Shares,NYSE,Unknown,Normal,Yes
SOR,"Source Capital, Inc. Cmn Shs of BI",NYSE,Unknown,Normal,Yes
SOS,SOS Limited Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SPG,"Simon Property Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SPGI,S&P Global Inc. Common Stock,NYSE,Unknown,Normal,Yes
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE,Unknown,Normal,Yes
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE,Unknown,Normal,Yes
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SPNT,SiriusPoint Ltd. Common Shares,NYSE,Unknown,Normal,Yes
SPOT,Spotify Technology S.A. Ordinary Shares,NYSE,Unknown,Normal,Yes
SPRU,Spruce Power Holding Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
SPXC,"SPX Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE,Unknown,Normal,Yes
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),NYSE,Unknown,Normal,Yes
SR,Spire Inc. Common Stock,NYSE,Unknown,Normal,Yes
SRE,DBA Sempra Common Stock,NYSE,Unknown,Normal,Yes
SRFM,Surf Air Mobility Inc. Common Stock,NYSE,Unknown,Normal,Yes
SRG,Seritage Growth Properties Class A Common Stock,NYSE,Unknown,Normal,Yes
SRI,"Stoneridge, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SRL,Scully Royalty Ltd.,NYSE,Unknown,Normal,Yes
SSB,SouthState Bank Corporation Common Stock,NYSE,Unknown,Normal,Yes
SSD,"Simpson Manufacturing Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SSL,Sasol Ltd. American Depositary Shares,NYSE,Unknown,Normal,Yes
SSMR,Sunshine Silver Mining & Refining Company Common Stock,NYSE,Unknown,Normal,Yes
SST,"System1, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
SSTK,"Shutterstock, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ST,Sensata Technologies Holding plc Ordinary Shares,NYSE,Unknown,Normal,Yes
STAG,"Stag Industrial, Inc. Common Stock",NYSE,Unknown,Normal,Yes
STC,Stewart Information Services Corporation Common Stock,NYSE,Unknown,Normal,Yes
STE,STERIS plc (Ireland) Ordinary Shares,NYSE,Unknown,Normal,Yes
STEM,"Stem, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",NYSE,Unknown,Normal,Yes
STLA,Stellantis N.V. Common Shares,NYSE,Unknown,Normal,Yes
STM,STMicroelectronics N.V. Common Stock,NYSE,Unknown,Normal,Yes
STN,Stantec Inc Common Stock,NYSE,Unknown,Normal,Yes
STNG,Scorpio Tankers Inc. Common Shares,NYSE,Unknown,Normal,Yes
STT,State Street Corporation Common Stock,NYSE,Unknown,Normal,Yes
STUB,"StubHub Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
STVN,Stevanato Group S.p.A. Ordinary Shares,NYSE,Unknown,Normal,Yes
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",NYSE,Unknown,Normal,Yes
STZ,"Constellation Brands, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SU,Suncor Energy  Inc. Common Stock,NYSE,Unknown,Normal,Yes
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,NYSE,Unknown,Normal,Yes
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),NYSE,Unknown,Normal,Yes
SVV,"Savers Value Village, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SW,Smurfit WestRock plc Ordinary Shares,NYSE,Unknown,Normal,Yes
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE,Unknown,Normal,Yes
SXC,"SunCoke Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
SXI,Standex International Corporation Common Stock,NYSE,Unknown,Normal,Yes
SXT,Sensient Technologies Corporation Common Stock,NYSE,Unknown,Normal,Yes
SYF,Synchrony Financial Common Stock,NYSE,Unknown,Normal,Yes
SYK,Stryker Corporation Common Stock,NYSE,Unknown,Normal,Yes
SYY,Sysco Corporation Common Stock,NYSE,Unknown,Normal,Yes
T,AT&T Inc.,NYSE,Unknown,Normal,Yes
TAC,TransAlta Corporation Ordinary Shares,NYSE,Unknown,Normal,Yes
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),NYSE,Unknown,Normal,Yes
TAL,TAL Education Group American Depositary Shares,NYSE,Unknown,Normal,Yes
TALO,"Talos Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE,Unknown,Normal,Yes
TAP-A,Molson Coors Beverage Company Class A Common Stock,NYSE,Unknown,Normal,Yes
TBBB,BBB Foods Inc. Class A Common Shares,NYSE,Unknown,Normal,Yes
TBI,"TrueBlue, Inc. Common Stock",NYSE,Unknown,Normal,Yes
TBN,Tamboran Resources Corporation Common stock,NYSE,Unknown,Normal,Yes
TCBX,"Third Coast Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
TCI,"Transcontinental Realty Investors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
TD,Toronto Dominion Bank (The) Common Stock,NYSE,Unknown,Normal,Yes
TDAY,"USA TODAY Co., Inc. Common Stock",NYSE,Unknown,Normal,Yes
TDC,Teradata Corporation Common Stock,NYSE,Unknown,Normal,Yes
TDG,Transdigm Group Incorporated Common Stock,NYSE,Unknown,Normal,Yes
TDOC,"Teladoc Health, Inc. Common Stock",NYSE,Unknown,Normal,Yes
TDS,"Telephone and Data Systems, Inc. Common Shares",NYSE,Unknown,Normal,Yes
TDW,Tidewater Inc. Common Stock,NYSE,Unknown,Normal,Yes
